Age_of_Subject,Time_spent_on_Online_Class,Rating_of_Online_Class_experience,Medium_for_online_class,Time_spent_on_self_study,Time_spent_on_fitness,Time_spent_on_sleep,Prefered_social_media_platform,Number_of_meals_per_day,Change_in_your_weight,Health_issue_during_lockdown,Time_utilized,Family_Relation,Mental_Health,Time_spent_on_social_media
21,2.0520184256060285,3,1,0.7360245674747046,0.0,8.631987716262648,6,3,1,0,0,1,0,6
19,4.0,1,1,3.8069126828853275,2.0,8.0,6,3,1,0,0,1,0,6
20,0.0,3,1,0.31188626358748583,1.3762274728250283,11.064341209237543,2,4,1,0,0,0,0,6
21,2.965853620012455,4,1,2.034146379987545,1.0,8.0,6,2,0,0,0,1,0,6
30,3.863026888297097,2,1,3.7945403324456453,0.0,5.136973111702903,7,2,0,0,1,1,0,6
30,3.8190145637177046,2,1,3.7285218455765574,0.0,5.180985436282295,7,2,0,0,1,1,0,6
20,0.0,3,1,0.44292623999867886,1.1141475200026423,10.671221280003964,2,4,1,0,0,0,0,6
21,1.9425317734339675,3,1,0.5900423645786235,0.0,8.704978817710689,6,3,1,0,0,1,0,6
18,7.2668816250928625,4,1,0.733118374907137,0.733118374907137,5.2668816250928625,6,3,0,0,0,0,0,6
21,3.2708576711264934,3,1,1.7291423288735066,0.0,8.0,6,4,1,0,0,1,0,6
20,4.0,3,1,0.8697817850947908,0.0,8.0,6,3,1,0,0,1,0,6
21,1.3230969016025036,3,1,2.3230969016025034,0.6615484508012518,7.323096901602503,6,3,0,0,0,0,0,6
19,2.1836536554138606,4,1,0.0,0.0,8.0,6,2,1,0,0,0,0,6
21,0.3008632245691494,3,1,1.3008632245691494,0.1504316122845747,6.30086322456915,6,3,0,0,0,0,0,6
20,0.0,3,1,0.17920953162742592,1.6415809367451482,11.462371405117722,2,4,1,0,0,0,0,6
17,7.46202802870789,4,1,0.5379719712921096,0.5379719712921096,5.46202802870789,6,3,0,0,0,0,0,6
31,3.047066468282579,2,1,2.570599702423869,0.0,5.952933531717421,7,2,0,0,1,1,0,6
21,2.5931493677546515,4,1,2.4068506322453485,1.0,8.0,6,2,0,0,0,1,0,6
18,7.233999951642387,4,1,0.7660000483576127,0.7660000483576127,5.233999951642387,6,3,0,0,0,0,0,6
20,0.0,3,1,0.006661610468949752,1.9866767790621005,11.980015168593152,2,4,1,0,0,0,0,6
17,7.355219624350457,4,1,0.6447803756495432,0.6447803756495432,5.355219624350457,6,3,0,0,0,0,0,6
19,1.1815979318995469,4,1,0.0,0.0,8.0,6,2,1,0,0,0,0,6
21,3.7464343629446937,3,1,1.253565637055306,0.0,8.0,6,4,1,0,0,1,0,6
21,1.5387297914338642,3,0,0.7693648957169321,0.46127020856613576,12.769364895716933,2,2,1,0,0,0,0,6
21,1.4672247252844544,3,1,2.4672247252844546,0.7336123626422272,7.467224725284455,6,3,0,0,0,0,0,6
21,2.3755347850232034,4,1,2.6244652149767966,1.0,8.0,6,2,0,0,0,1,0,6
18,7.286127291750405,4,1,0.7138727082495955,0.7138727082495955,5.286127291750405,6,3,0,0,0,0,0,6
21,1.4270544508935394,3,0,0.7135272254467697,0.5729455491064606,12.71352722544677,2,2,1,0,0,0,0,6
19,4.0,1,1,3.654560925101067,2.0,8.0,6,3,1,0,0,1,0,6
26,0.6572951207762139,1,1,3.3145902415524278,0.0,7.3708195168951445,4,3,0,0,0,1,0,6
21,5.294893670272262,3,1,2.705106329727738,1.7051063297277378,10.294893670272263,5,3,1,1,0,0,0,6
23,0.0,0,0,1.6927405855591129,1.3854811711182258,10.0,5,2,0,0,0,0,0,6
21,0.5427741639983177,3,0,0.27138708199915884,1.4572258360016823,12.271387081999158,2,3,1,0,0,0,0,6
21,2.1121605818774625,3,1,0.81621410916995,0.0,8.591892945415026,6,3,1,0,0,1,0,6
23,0.0,0,0,1.9138298272004288,1.8276596544008576,10.0,5,2,0,0,0,0,0,6
21,2.768996989190741,4,1,2.231003010809259,1.0,8.0,6,2,0,0,0,1,0,6
31,3.2957533620065247,2,1,2.9436300430097875,0.0,5.704246637993475,7,2,0,0,1,1,0,6
21,3.389606014119865,3,1,1.6103939858801353,0.0,8.0,6,4,1,0,0,1,0,6
19,4.0,1,1,3.852210923124188,2.0,8.0,6,3,1,0,0,1,0,6
23,0.0,0,0,1.516212942799584,1.032425885599168,10.0,5,2,0,0,0,0,0,6
21,5.47313366748717,3,1,2.52686633251283,1.5268663325128302,10.47313366748717,5,3,1,1,0,0,0,6
19,4.0,1,1,2.5182359423984138,2.0,8.0,6,3,1,0,0,1,0,6
21,3.798748384297486,3,1,1.201251615702514,0.0,8.0,6,4,1,0,0,1,0,6
21,0.7280153582308244,3,1,1.7280153582308244,0.3640076791154122,6.728015358230825,6,3,0,0,0,0,0,6
36,3.3502065559217873,3,1,2.3502065559217873,0.4500688519739291,7.0,4,3,0,0,1,1,0,6
23,0.0,0,0,1.9519186194130707,1.9038372388261413,10.0,5,2,0,0,0,0,0,6
17,7.584868415456318,4,1,0.4151315845436817,0.4151315845436817,5.584868415456318,6,3,0,0,0,0,0,6
30,3.8265764477720445,2,1,3.7398646716580672,0.0,5.1734235522279555,7,2,0,0,1,1,0,6
31,3.456635756688334,2,1,3.1849536350325014,0.0,5.543364243311666,7,2,0,0,1,1,0,6
26,0.0,0,0,1.7618137259166353,0.0,10.0,6,3,1,0,0,0,0,6
21,0.7151509004794314,3,0,0.3575754502397157,1.2848490995205686,12.357575450239716,2,3,1,0,0,0,0,6
19,3.3331183291691104,2,1,0.0,0.0,8.66688167083089,6,2,0,0,0,1,0,6
21,0.5120524086911833,3,0,0.25602620434559165,1.4879475913088167,12.256026204345591,2,3,1,0,0,0,0,6
21,2.8085609081288165,4,1,2.1914390918711835,1.0,8.0,6,2,0,0,0,1,0,6
19,3.4814567387029753,2,1,0.0,0.0,8.518543261297024,6,2,0,0,0,1,0,6
33,2.131324082620244,3,1,1.1969861239303667,0.0,6.868675917379756,7,2,0,0,1,1,0,6
23,0.0,0,0,1.2491481341286481,0.4982962682572962,10.0,5,3,0,0,0,0,0,6
23,0.0,0,0,1.5760128609707496,1.152025721941499,10.0,5,2,0,0,0,0,0,6
21,3.8683000053415473,3,1,1.131699994658453,0.0,8.0,6,4,1,0,0,1,0,6
20,4.0,3,1,0.7441564422088632,0.0,8.0,6,3,1,0,0,1,0,6
16,7.943166446750306,4,1,0.05683355324969408,0.05683355324969408,5.943166446750306,6,3,0,0,0,0,0,6
21,1.7479742989540399,3,1,0.3306323986053865,0.0,8.834683800697306,6,3,1,0,0,1,0,6
17,7.571516055891115,4,1,0.4284839441088849,0.4284839441088849,5.571516055891115,6,3,0,0,0,0,0,6
26,0.07116123509203576,1,1,2.1423224701840713,0.0,9.715355059631857,6,3,1,0,0,1,0,6
32,2.532070112510515,3,1,1.7981051687657725,0.0,6.467929887489484,7,2,0,0,1,1,0,6
18,0.3027701947657926,3,2,0.0,1.3944596104684148,7.302770194765793,6,3,1,0,0,0,0,6
19,3.534837861121511,3,1,0.0,0.0,8.465162138878489,6,2,0,0,0,1,0,6
20,4.0,3,1,0.6479168977896743,0.0,8.0,6,3,1,0,0,1,0,6
30,3.549138662169728,2,1,3.323707993254592,0.0,5.450861337830272,7,2,0,0,1,1,0,6
19,3.782433618495691,3,1,0.0,0.0,8.217566381504309,6,2,0,0,0,1,0,6
18,7.084585699851475,4,1,0.9154143001485247,0.9154143001485247,5.084585699851475,6,3,0,0,0,0,0,6
19,1.3422407002400947,4,1,0.0,0.0,8.0,6,2,1,0,0,0,0,6
21,1.3321196557914654,3,0,0.6660598278957327,0.6678803442085346,12.666059827895733,2,2,1,0,0,0,0,6
21,1.2410128481010851,3,1,0.34531620253188655,0.0,9.172658101265943,5,2,0,0,0,1,0,6
20,0.0,3,1,0.4913767142118841,1.0172465715762318,10.525869857364349,2,4,1,0,0,0,0,6
23,0.0,0,0,1.5912171078476565,1.1824342156953127,10.0,5,2,0,0,0,0,0,6
15,1.0455640141248284,2,2,1.0455640141248284,1.477217992937586,6.477217992937586,6,4,1,0,1,1,0,6
26,0.06481942145692265,1,1,2.1296388429138453,0.0,9.74072231417231,6,3,1,0,0,1,0,6
19,0.0,3,1,0.7070557856158366,0.5858884287683268,9.87883264315249,2,4,1,0,0,0,0,6
18,0.13339850648165985,3,2,0.0,1.7332029870366803,7.13339850648166,6,3,1,0,0,0,0,6
21,3.1038604120964,3,1,1.8961395879035998,0.0,8.0,6,4,1,0,0,1,0,6
21,2.349548809917532,4,1,2.650451190082468,1.0,8.0,6,2,0,0,0,1,0,6
21,2.6251077618920062,4,1,2.3748922381079938,1.0,8.0,6,2,0,0,0,1,0,6
19,3.008651283095361,4,1,0.0,0.0,8.0,6,2,1,0,0,0,0,6
21,2.90120149911278,4,1,2.09879850088722,1.0,8.0,6,2,0,0,0,1,0,6
21,5.73354603339846,3,1,2.266453966601541,1.2664539666015409,10.73354603339846,5,3,1,1,0,0,0,6
19,4.0,1,1,2.685706013737743,2.0,8.0,6,3,1,0,0,1,0,6
32,2.5029884158270885,3,1,1.7544826237406324,0.0,6.4970115841729115,7,2,0,0,1,1,0,6
23,0.0,0,0,1.0654577271928982,0.13091545438579621,10.0,5,3,0,0,0,0,0,6
16,7.896984906135384,4,1,0.10301509386461605,0.10301509386461605,5.896984906135384,6,3,0,0,0,0,0,6
19,3.343622761442175,2,1,0.0,0.0,8.656377238557825,6,2,0,0,0,1,0,6
19,4.0,1,1,3.0162430100407174,2.0,8.0,6,3,1,0,0,1,0,6
19,4.0,3,1,0.24744023405302107,0.0,8.0,6,3,1,0,0,1,0,6
19,0.0,3,1,0.5131367088990396,0.9737265822019208,10.460589873302881,2,4,1,0,0,0,0,6
19,4.0,1,1,2.390764576474073,2.0,8.0,6,3,1,0,0,1,0,6
21,5.436569353836351,3,1,2.5634306461636487,1.5634306461636487,10.43656935383635,5,3,1,1,0,0,0,6
21,2.544961537028877,4,1,2.455038462971123,1.0,8.0,6,2,0,0,0,1,0,6
21,2.3419845189459023,4,1,2.6580154810540977,1.0,8.0,6,2,0,0,0,1,0,6
21,5.376616922162419,3,1,2.623383077837581,1.6233830778375808,10.37661692216242,5,3,1,1,0,0,0,6
21,2.7876401438881864,4,1,2.2123598561118136,1.0,8.0,6,2,0,0,0,1,0,6
21,5.133042943916958,3,1,2.866957056083043,1.8669570560830429,10.133042943916957,5,3,1,1,0,0,0,6
19,4.0,3,1,0.4588675090061327,0.0,8.0,6,3,1,0,0,1,0,6
37,3.7858888026494135,2,1,2.7858888026494135,0.5952962675498046,7.0,3,3,0,0,1,1,0,6
21,2.7945764696298405,4,1,2.2054235303701595,1.0,8.0,6,2,0,0,0,1,0,6
26,0.8118487089404026,1,1,3.6236974178808055,0.0,6.752605164238389,3,3,0,0,0,1,0,6
19,4.0,1,1,3.9497319042028325,2.0,8.0,6,3,1,0,0,1,0,6
19,4.0,1,1,3.4582053400918777,2.0,8.0,6,3,1,0,0,1,0,6
16,7.958287939380508,4,1,0.04171206061949162,0.04171206061949162,5.958287939380508,6,3,0,0,0,0,0,6
19,3.9892440741342883,3,1,0.0,0.0,8.010755925865713,6,2,0,0,0,1,0,6
21,2.286343865049807,3,1,1.048458486733076,0.0,8.475770756633462,6,3,1,0,0,1,0,6
21,0.23395841007604723,3,0,0.11697920503802361,1.7660415899239528,12.116979205038025,2,3,1,0,0,0,0,6
21,1.9053381204075648,3,1,0.5404508272100865,0.0,8.729774586394957,6,3,1,0,0,1,0,6
19,3.2434833623769537,2,1,0.0,0.0,8.756516637623045,6,2,0,0,0,1,0,6
19,4.0,1,1,3.14610220550031,2.0,8.0,6,3,1,0,0,1,0,6
18,0.6769199424397271,3,2,0.0,0.6461601151205458,7.676919942439727,6,2,1,0,0,0,0,6
18,7.220498313479731,4,1,0.7795016865202686,0.7795016865202686,5.220498313479731,6,3,0,0,0,0,0,6
21,1.1222494115483008,3,0,0.5611247057741504,0.8777505884516992,12.56112470577415,2,2,1,0,0,0,0,6
21,3.279733149853757,3,1,1.7202668501462428,0.0,8.0,6,4,1,0,0,1,0,6
21,1.3044066036870612,3,1,0.26079119508391835,0.0,9.130395597541959,5,2,0,0,0,1,0,6
19,4.0,1,1,2.263410656296112,2.0,8.0,6,3,1,0,0,1,0,6
21,1.79700958770713,3,0,0.898504793853565,0.20299041229287007,12.898504793853565,2,2,1,0,0,0,0,6
19,3.33755947284297,2,1,0.0,0.0,8.66244052715703,6,2,0,0,0,1,0,6
17,7.502351294836979,4,1,0.49764870516302084,0.49764870516302084,5.502351294836979,6,3,0,0,0,0,0,6
21,0.7132515385341008,3,1,1.0489979486211989,0.0,9.5244989743106,5,2,0,0,0,1,0,6
21,0.5065455510245567,3,0,0.25327277551227834,1.4934544489754433,12.25327277551228,2,3,1,0,0,0,0,6
21,1.5367814243987312,3,1,0.04904189919830815,0.0,8.975479050400846,6,3,1,0,0,1,0,6
18,0.9560777109184883,3,2,0.0,0.08784457816302349,7.956077710918488,6,2,1,0,0,0,0,6
15,0.9085838375190114,2,2,0.9085838375190114,1.5457080812404942,6.545708081240495,6,4,1,0,1,1,0,6
19,3.685852253521099,3,1,0.0,0.0,8.314147746478902,6,2,0,0,0,1,0,6
21,5.41070768301593,3,1,2.58929231698407,1.58929231698407,10.41070768301593,5,3,1,1,0,0,0,6
21,2.8239589600331048,3,1,1.765278613377473,0.0,8.117360693311264,6,3,1,0,0,1,0,6
23,0.0,0,0,1.2678126477196558,0.5356252954393117,10.0,5,3,0,0,0,0,0,6
19,3.4174918191778905,2,1,0.0,0.0,8.58250818082211,6,2,0,0,0,1,0,6
21,3.5723180902473928,3,1,1.4276819097526072,0.0,8.0,6,4,1,0,0,1,0,6
21,5.472112327778826,3,1,2.5278876722211736,1.5278876722211734,10.472112327778827,5,3,1,1,0,0,0,6
21,1.9684340652814083,3,0,0.9842170326407041,0.031565934718591704,12.984217032640704,2,2,1,0,0,0,0,6
18,7.26434464833288,4,1,0.7356553516671194,0.7356553516671194,5.26434464833288,6,3,0,0,0,0,0,6
21,2.5744099863265255,4,1,2.4255900136734745,1.0,8.0,6,2,0,0,0,1,0,6
18,7.087475941399752,4,1,0.9125240586002472,0.9125240586002472,5.087475941399752,6,3,0,0,0,0,0,6
21,5.736444313135174,3,1,2.2635556868648257,1.2635556868648254,10.736444313135175,5,3,1,1,0,0,0,6
21,5.271085337327928,3,1,2.728914662672073,1.7289146626720728,10.271085337327927,5,3,1,1,0,0,0,6
21,5.977990842696746,3,1,2.022009157303254,1.0220091573032541,10.977990842696746,5,3,1,1,0,0,0,6
21,2.1133489542171966,4,1,2.8866510457828034,1.0,8.0,6,2,0,0,0,1,0,6
24,0.0,0,0,1.2669738888646747,0.0,10.0,6,3,1,0,0,0,0,6
31,3.243775950709522,2,1,2.8656639260642827,0.0,5.756224049290478,7,2,0,0,1,1,0,6
21,5.424458503300119,3,1,2.5755414966998806,1.5755414966998809,10.42445850330012,5,3,1,1,0,0,0,6
17,4.0,1,1,2.488035725588145,1.2440178627940726,9.511964274411856,6,3,1,0,0,1,0,6
19,4.0,3,1,0.2744129885638279,0.0,8.0,6,3,1,0,0,1,0,6
33,2.4918881618553144,3,1,1.7378322427829715,0.0,6.508111838144686,7,2,0,0,1,1,0,6
19,4.0,1,1,3.190234770086831,2.0,8.0,6,3,1,0,0,1,0,6
30,3.7793405077398807,2,1,3.6690107616098215,0.0,5.220659492260119,7,2,0,0,1,1,0,6
21,3.8984767032349277,3,1,1.1015232967650723,0.0,8.0,6,4,1,0,0,1,0,6
18,0.4418036380360869,3,2,0.0,1.1163927239278262,7.441803638036087,6,3,1,0,0,0,0,6
21,1.2677500299115991,3,1,2.267750029911599,0.6338750149557996,7.267750029911599,6,3,0,0,0,0,0,6
19,3.9579950694648396,3,1,0.0,0.0,8.04200493053516,6,2,0,0,0,1,0,6
16,7.846426839253233,4,1,0.1535731607467663,0.1535731607467663,5.846426839253233,6,3,0,0,0,0,0,6
23,0.0,0,0,1.374521512556571,0.7490430251131419,10.0,5,3,0,0,0,0,0,6
18,0.13509039806781342,3,2,0.0,1.7298192038643732,7.135090398067813,6,3,1,0,0,0,0,6
21,3.627846364323269,3,1,1.3721536356767312,0.0,8.0,6,4,1,0,0,1,0,6
21,2.1334951656972834,4,1,2.8665048343027166,1.0,8.0,6,2,0,0,0,1,0,6
26,0.11413891934939502,1,1,2.22827783869879,0.0,9.54344432260242,6,3,1,0,0,1,0,6
21,3.71218166883506,3,1,1.28781833116494,0.0,8.0,6,4,1,0,0,1,0,6
21,1.928942622654431,3,1,2.9289426226544313,0.9644713113272155,7.928942622654431,6,3,0,0,0,0,0,6
17,4.0,1,1,2.812003516311827,1.4060017581559134,9.187996483688174,6,3,1,0,0,1,0,6
21,1.3708942562414794,3,1,2.3708942562414794,0.6854471281207397,7.370894256241479,6,3,0,0,0,0,0,6
26,0.010565700604313166,1,1,2.0211314012086263,0.0,9.957737197582748,6,3,1,0,0,1,0,6
21,1.9526008284373253,3,0,0.9763004142186626,0.0473991715626747,12.976300414218663,2,2,1,0,0,0,0,6
20,0.0,3,1,0.2603602690072484,1.4792794619855032,11.218919192978255,2,4,1,0,0,0,0,6
21,5.189813684555974,3,1,2.810186315444026,1.8101863154440259,10.189813684555974,5,3,1,1,0,0,0,6
19,0.0,3,1,0.8784888065234425,0.24302238695311495,9.364533580429672,2,4,1,0,0,0,0,6
21,0.020983231761940502,3,0,0.010491615880970251,1.9790167682380595,12.01049161588097,2,3,1,0,0,0,0,6
32,2.91591932546163,3,1,2.373878988192445,0.0,6.08408067453837,7,2,0,0,1,1,0,6
22,5.879488553707066,3,1,5.3517954214828265,0.17589771074141325,7.6482045785171735,6,2,0,0,0,1,0,7
24,7.373941066930147,2,1,5.949576426772059,0.4747882133860295,7.050423573227941,6,2,0,0,0,1,0,7
18,4.613659205693832,3,2,2.6136592056938315,0.3863407943061684,9.0,6,3,1,0,0,0,0,7
19,3.1817615814698494,3,2,2.409119209265075,0.5908807907349247,10.227357627795225,6,3,1,0,0,0,0,7
19,2.2750472298156517,3,2,2.862476385092174,0.13752361490782572,11.587429155276523,6,3,1,0,0,0,0,7
21,2.424811223674825,3,1,4.808270407891609,0.0,7.808270407891609,1,2,0,0,0,0,0,7
17,1.93165163048897,3,2,0.965825815244485,1.0,8.06834836951103,5,3,1,0,0,1,0,7
21,0.6606125873011957,3,1,4.2202041957670655,0.0,7.2202041957670655,4,2,0,0,0,0,0,7
17,2.4786701641916395,3,2,1.2393350820958198,1.0,8.23933508209582,6,3,1,0,0,1,0,7
21,0.39821876067470807,3,1,4.132739586891569,0.0,7.132739586891569,4,2,0,0,0,0,0,7
21,0.5756549613188988,3,1,4.1918849871063,0.0,7.1918849871063,4,2,0,0,0,0,0,7
21,2.8089566273385946,3,1,4.9363188757795315,0.0,7.9363188757795315,1,2,0,0,0,0,0,7
20,4.768771695951197,3,1,4.306315087853591,0.231228304048803,8.231228304048804,6,2,1,0,0,1,0,7
21,1.7690563461105804,3,1,4.589685448703527,0.0,7.589685448703527,2,2,0,0,0,0,0,7
27,9.312565260111128,1,1,6.725026104044452,0.8625130520222258,6.274973895955548,6,2,0,0,0,1,0,7
17,1.3568814087429717,3,2,0.6784407043714858,1.0,8.643118591257029,5,3,1,0,0,1,0,7
21,2.9765720685457415,3,1,4.9921906895152475,0.0,7.9921906895152475,1,2,0,0,0,0,0,7
13,5.714248015184428,1,1,2.2857519848155716,1.4284960303688565,8.285751984815573,7,3,0,0,1,0,0,7
18,4.76091275955885,3,2,2.76091275955885,0.23908724044114993,9.0,6,3,1,0,0,0,0,7
21,2.860418497001584,3,1,4.953472832333861,0.0,7.953472832333861,1,2,0,0,0,0,0,7
18,0.6650718130444133,3,2,0.33253590652220666,1.0,9.334928186955587,5,3,1,0,0,1,0,7
19,4.055447208972943,3,1,2.166341626918828,0.9445527910270574,8.944552791027057,6,2,1,0,0,1,0,7
18,3.2730340825095574,3,2,1.6365170412547787,1.0,8.636517041254779,6,3,1,0,0,1,0,7
18,4.398151393868107,3,2,2.3981513938681074,0.6018486061318925,9.0,6,3,1,0,0,0,0,7
17,1.8563693629272928,3,2,0.9281846814636464,1.0,8.143630637072707,5,3,1,0,0,1,0,7
18,0.36335882159322686,3,2,0.18167941079661343,1.0,9.636641178406773,5,3,1,0,0,1,0,7
18,4.982176815973479,3,2,2.982176815973479,0.017823184026521055,9.0,6,3,1,0,0,0,0,7
19,2.3801443522683448,3,2,2.8099278238658276,0.1900721761341725,11.429783471597483,6,3,1,0,0,0,0,7
19,4.4781282021754105,3,1,3.4343846065262307,0.5218717978245897,8.52187179782459,6,2,1,0,0,1,0,7
20,4.50417801409633,3,1,3.512534042288989,0.49582198590367044,8.495821985903671,6,2,1,0,0,1,0,7
19,3.600982411138305,3,2,2.1995087944308476,0.8004912055691525,9.598526383292542,6,3,1,0,0,0,0,7
19,3.718872622889822,3,2,2.1405636885550887,0.8594363114449111,9.421691065665268,6,3,1,0,0,0,0,7
21,0.638868096721035,3,1,4.212956032240345,0.0,7.212956032240345,4,2,0,0,0,0,0,7
21,1.688193475657009,3,1,4.562731158552336,0.0,7.562731158552336,2,2,0,0,0,0,0,7
14,5.57838249093741,1,1,2.4216175090625898,1.156764981874821,8.421617509062589,7,3,0,0,1,0,0,7
12,5.945282622918058,1,1,2.054717377081942,1.8905652458361164,8.054717377081943,7,3,0,0,1,0,0,7
18,4.990066306329017,3,2,2.990066306329017,0.009933693670982957,9.0,6,3,1,0,0,0,0,7
21,0.6307029619919802,3,1,4.210234320663993,0.0,7.210234320663993,4,2,0,0,0,0,0,7
17,2.5506264375897967,3,2,1.2753132187948983,1.0,8.2753132187949,6,3,1,0,0,1,0,7
23,6.411299977283318,3,1,5.564519990913327,0.2822599954566636,7.435480009086673,6,2,0,0,0,1,0,7
20,4.578644078243444,3,1,3.7359322347303325,0.4213559217565558,8.421355921756556,6,2,1,0,0,1,0,7
21,0.4300076165069987,3,1,4.143335872169,0.0,7.143335872169,4,2,0,0,0,0,0,7
19,2.3850433605039587,3,2,2.8074783197480206,0.19252168025197935,11.422434959244061,6,3,1,0,0,0,0,7
18,4.313815233317635,3,2,2.3138152333176354,0.6861847666823647,9.0,6,3,1,0,0,0,0,7
21,0.5844894978981086,3,1,4.194829832632703,0.0,7.194829832632703,4,2,0,0,0,0,0,7
21,0.037877491072439984,3,1,4.01262583035748,0.0,7.01262583035748,4,2,0,0,0,0,0,7
28,9.75447013651222,1,1,6.901788054604888,0.9508940273024441,6.098211945395112,6,2,0,0,0,1,0,7
21,1.3019988450447193,3,1,4.433999615014907,0.0,7.433999615014907,3,2,0,0,0,0,0,7
18,3.373621392308792,3,2,1.686810696154396,1.0,8.686810696154396,6,3,1,0,0,1,0,7
19,4.273189094948293,3,1,2.81956728484488,0.7268109050517068,8.726810905051707,6,2,1,0,0,1,0,7
25,7.601531193491615,2,1,6.040612477396646,0.520306238698323,6.959387522603354,6,2,0,0,0,1,0,7
20,4.632343278221471,3,1,3.8970298346644148,0.3676567217785285,8.367656721778529,6,2,1,0,0,1,0,7
18,3.6799401984035027,3,2,1.8399700992017514,1.0,8.839970099201752,6,3,1,0,0,1,0,7
18,0.9083271049020107,3,2,0.45416355245100537,1.0,9.09167289509799,5,3,1,0,0,1,0,7
21,2.0359024836534036,3,1,4.6786341612178015,0.0,7.6786341612178015,2,2,0,0,0,0,0,7
28,9.536400664144793,1,1,6.814560265657917,0.9072801328289585,6.185439734342083,6,2,0,0,0,1,0,7
18,4.939562067864414,3,2,2.9395620678644145,0.06043793213558557,9.0,6,3,1,0,0,0,0,7
17,2.18190233440175,3,2,1.090951167200875,1.0,8.090951167200874,6,3,1,0,0,1,0,7
21,2.048119369284921,3,1,4.682706456428307,0.0,7.682706456428307,2,2,0,0,0,0,0,7
16,5.319264232769362,2,1,2.6807357672306376,0.6385284655387247,8.680735767230638,7,3,0,0,1,0,0,7
18,4.756825834112575,3,2,2.7568258341125746,0.24317416588742535,9.0,6,3,1,0,0,0,0,7
18,4.64046144215603,3,2,2.6404614421560297,0.35953855784397015,9.0,6,3,1,0,0,0,0,7
18,4.9308608168884485,3,2,2.9308608168884485,0.06913918311155143,9.0,6,3,1,0,0,0,0,7
17,1.7458399234925304,3,2,0.8729199617462652,1.0,8.25416007650747,5,3,1,0,0,1,0,7
19,2.2192138996650255,3,2,2.8903930501674875,0.10960694983251273,11.671179150502462,6,3,1,0,0,0,0,7
18,4.169055765119435,3,2,2.1690557651194347,0.8309442348805655,9.0,6,3,1,0,0,0,0,7
18,4.532622008554652,3,2,2.5326220085546525,0.46737799144534753,9.0,6,3,1,0,0,0,0,7
16,5.224050780596627,2,1,2.7759492194033726,0.44810156119325484,8.775949219403373,7,3,0,0,1,0,0,7
21,2.5633335471151697,3,1,4.854444515705056,0.0,7.854444515705056,1,2,0,0,0,0,0,7
18,0.42077288953431746,3,2,0.21038644476715873,1.0,9.579227110465682,5,3,1,0,0,1,0,7
18,0.15328373853780608,3,2,0.07664186926890304,1.0,9.846716261462195,5,3,1,0,0,1,0,7
18,3.577829594206436,3,2,1.788914797103218,1.0,8.788914797103217,6,3,1,0,0,1,0,7
19,3.095000002298604,3,2,2.4524999988506977,0.5475000011493021,10.357499996552093,6,3,1,0,0,0,0,7
18,4.7862548628154125,3,2,2.7862548628154125,0.21374513718458754,9.0,6,3,1,0,0,0,0,7
18,4.920047042858711,3,2,2.9200470428587106,0.07995295714128958,9.0,6,3,1,0,0,0,0,7
21,1.5570817022163568,3,1,4.519027234072119,0.0,7.519027234072119,2,2,0,0,0,0,0,7
18,0.919107340020368,3,2,0.459553670010184,1.0,9.080892659979632,5,3,1,0,0,1,0,7
21,1.2030625335571405,3,1,4.401020844519047,0.0,7.401020844519047,3,2,0,0,0,0,0,7
19,3.198637561448569,3,2,2.4006812192757154,0.5993187807242845,10.202043657827147,6,3,1,0,0,0,0,7
19,4.495626548766243,3,1,3.4868796462987275,0.5043734512337575,8.504373451233757,6,2,1,0,0,1,0,7
18,4.30687852974345,3,2,2.3068785297434506,0.6931214702565494,9.0,6,3,1,0,0,0,0,7
18,4.541352980349113,3,2,2.541352980349113,0.4586470196508874,9.0,6,3,1,0,0,0,0,7
21,2.7747808302083747,3,1,4.924926943402792,0.0,7.924926943402792,1,2,0,0,0,0,0,7
19,3.941101604060438,3,2,2.029449197969781,0.9705508020302188,9.088347593909344,6,3,1,0,0,0,0,7
21,1.8126161703090107,3,1,4.604205390103004,0.0,7.604205390103004,2,2,0,0,0,0,0,7
18,4.2012547274446606,3,2,2.201254727444661,0.7987452725553391,9.0,6,3,1,0,0,0,0,7
18,3.270176295501853,3,2,1.6350881477509265,1.0,8.635088147750926,6,3,1,0,0,1,0,7
18,0.4599383304980662,3,2,0.2299691652490331,1.0,9.540061669501934,5,3,1,0,0,1,0,7
21,2.846378721411188,3,1,4.948792907137062,0.0,7.948792907137062,1,2,0,0,0,0,0,7
18,0.056927612342703604,3,2,0.028463806171351802,1.0,9.943072387657296,5,3,1,0,0,1,0,7
18,4.87715224809623,3,2,2.8771522480962304,0.1228477519037694,9.0,6,3,1,0,0,0,0,7
19,2.4404250356672774,3,2,2.7797874821663613,0.2202125178336386,11.339362446499084,6,3,1,0,0,0,0,7
16,5.170977246299177,2,1,2.829022753700823,0.3419544925983544,8.829022753700823,7,3,0,0,1,0,0,7
21,0.8564754831001183,3,1,4.28549182770004,0.0,7.28549182770004,3,2,0,0,0,0,0,7
21,2.3431922478932745,3,1,4.781064082631092,0.0,7.781064082631092,1,2,0,0,0,0,0,7
18,3.009331625193358,3,2,1.504665812596679,1.0,8.504665812596679,6,3,1,0,0,1,0,7
12,5.8615510762234155,1,1,2.1384489237765845,1.7231021524468306,8.138448923776584,7,3,0,0,1,0,0,7
